Abel_Pacheco/Abel_Pacheco_0001.jpg,Abel_Pacheco/Abel_Pacheco_0004.jpg,same,train
Abdel_Madi_Shabneh/Abdel_Madi_Shabneh_0001.jpg,Dean_Barker/Dean_Barker_0001.jpg,different,train
Akhmed_Zakayev/Akhmed_Zakayev_0001.jpg,Akhmed_Zakayev/Akhmed_Zakayev_0003.jpg,same,train
Abdel_Madi_Shabneh/Abdel_Madi_Shabneh_0001.jpg,Giancarlo_Fisichella/Giancarlo_Fisichella_0001.jpg,different,train
Akhmed_Zakayev/Akhmed_Zakayev_0002.jpg,Akhmed_Zakayev/Akhmed_Zakayev_0003.jpg,same,train
Abdel_Madi_Shabneh/Abdel_Madi_Shabneh_0001.jpg,Mikhail_Gorbachev/Mikhail_Gorbachev_0001.jpg,different,train
Amber_Tamblyn/Amber_Tamblyn_0001.jpg,Amber_Tamblyn/Amber_Tamblyn_0002.jpg,same,train
Abdul_Rahman/Abdul_Rahman_0001.jpg,Portia_de_Rossi/Portia_de_Rossi_0001.jpg,different,train
Anders_Fogh_Rasmussen/Anders_Fogh_Rasmussen_0001.jpg,Anders_Fogh_Rasmussen/Anders_Fogh_Rasmussen_0003.jpg,same,train
Abel_Pacheco/Abel_Pacheco_0001.jpg,Jong_Thae_Hwa/Jong_Thae_Hwa_0002.jpg,different,train
Anders_Fogh_Rasmussen/Anders_Fogh_Rasmussen_0001.jpg,Anders_Fogh_Rasmussen/Anders_Fogh_Rasmussen_0004.jpg,same,train
Abel_Pacheco/Abel_Pacheco_0002.jpg,Jean-Francois_Lemounier/Jean-Francois_Lemounier_0001.jpg,different,train
Angela_Bassett/Angela_Bassett_0001.jpg,Angela_Bassett/Angela_Bassett_0005.jpg,same,train
Afton_Smith/Afton_Smith_0001.jpg,Dwayne_Wade/Dwayne_Wade_0001.jpg,different,train
Angela_Bassett/Angela_Bassett_0002.jpg,Angela_Bassett/Angela_Bassett_0005.jpg,same,train
Ahmad_Jbarah/Ahmad_Jbarah_0001.jpg,James_Comey/James_Comey_0001.jpg,different,train
Angela_Bassett/Angela_Bassett_0003.jpg,Angela_Bassett/Angela_Bassett_0004.jpg,same,train
Akhmed_Zakayev/Akhmed_Zakayev_0002.jpg,Donna_Morrissey/Donna_Morrissey_0001.jpg,different,train
Ann_Veneman/Ann_Veneman_0003.jpg,Ann_Veneman/Ann_Veneman_0005.jpg,same,train
Alan_Dershowitz/Alan_Dershowitz_0001.jpg,Bertrand_Bonello/Bertrand_Bonello_0001.jpg,different,train
Ann_Veneman/Ann_Veneman_0006.jpg,Ann_Veneman/Ann_Veneman_0010.jpg,same,train
Alanis_Morissette/Alanis_Morissette_0001.jpg,Martin_Cauchon/Martin_Cauchon_0001.jpg,different,train
Ann_Veneman/Ann_Veneman_0010.jpg,Ann_Veneman/Ann_Veneman_0011.jpg,same,train
Alexander_Lukashenko/Alexander_Lukashenko_0001.jpg,Heather_Chinnock/Heather_Chinnock_0001.jpg,different,train
Anthony_Fauci/Anthony_Fauci_0001.jpg,Anthony_Fauci/Anthony_Fauci_0002.jpg,same,train
Alfonso_Cuaron/Alfonso_Cuaron_0001.jpg,Jason_Priestley/Jason_Priestley_0001.jpg,different,train
Antony_Leung/Antony_Leung_0001.jpg,Antony_Leung/Antony_Leung_0002.jpg,same,train
Alfonso_Cuaron/Alfonso_Cuaron_0001.jpg,Patty_Schnyder/Patty_Schnyder_0002.jpg,different,train
Antony_Leung/Antony_Leung_0002.jpg,Antony_Leung/Antony_Leung_0003.jpg,same,train
Alfonso_Soriano/Alfonso_Soriano_0001.jpg,Bill_Nelson/Bill_Nelson_0002.jpg,different,train
Anwar_Ibrahim/Anwar_Ibrahim_0001.jpg,Anwar_Ibrahim/Anwar_Ibrahim_0002.jpg,same,train
Alfonso_Soriano/Alfonso_Soriano_0001.jpg,Julio_De_Brun/Julio_De_Brun_0001.jpg,different,train
Augusto_Pinochet/Augusto_Pinochet_0001.jpg,Augusto_Pinochet/Augusto_Pinochet_0002.jpg,same,train
Alfonso_Soriano/Alfonso_Soriano_0001.jpg,Patty_Schnyder/Patty_Schnyder_0003.jpg,different,train
Barbara_Brezigar/Barbara_Brezigar_0001.jpg,Barbara_Brezigar/Barbara_Brezigar_0002.jpg,same,train
Alonzo_Mourning/Alonzo_Mourning_0001.jpg,Cecilia_Cheung/Cecilia_Cheung_0001.jpg,different,train
Benjamin_Netanyahu/Benjamin_Netanyahu_0001.jpg,Benjamin_Netanyahu/Benjamin_Netanyahu_0004.jpg,same,train
Amber_Tamblyn/Amber_Tamblyn_0002.jpg,Benjamin_Netanyahu/Benjamin_Netanyahu_0001.jpg,different,train
Benjamin_Netanyahu/Benjamin_Netanyahu_0004.jpg,Benjamin_Netanyahu/Benjamin_Netanyahu_0005.jpg,same,train
Amporn_Falise/Amporn_Falise_0001.jpg,Joe_Pantoliano/Joe_Pantoliano_0001.jpg,different,train
Bernard_Law/Bernard_Law_0002.jpg,Bernard_Law/Bernard_Law_0003.jpg,same,train
Anders_Fogh_Rasmussen/Anders_Fogh_Rasmussen_0002.jpg,Johnson_Panjaitan/Johnson_Panjaitan_0002.jpg,different,train
Bernard_Law/Bernard_Law_0003.jpg,Bernard_Law/Bernard_Law_0004.jpg,same,train
Andre_Bucher/Andre_Bucher_0001.jpg,Joseph_Ralston/Joseph_Ralston_0001.jpg,different,train
Bertrand_Bonello/Bertrand_Bonello_0001.jpg,Bertrand_Bonello/Bertrand_Bonello_0002.jpg,same,train
Andre_Bucher/Andre_Bucher_0001.jpg,Maria_Garcia/Maria_Garcia_0001.jpg,different,train
Bill_Frist/Bill_Frist_0002.jpg,Bill_Frist/Bill_Frist_0009.jpg,same,train
Andrew_Gilligan/Andrew_Gilligan_0001.jpg,Henry_Castellanos/Henry_Castellanos_0001.jpg,different,train
Bill_Frist/Bill_Frist_0004.jpg,Bill_Frist/Bill_Frist_0005.jpg,same,train
Andrew_Shutley/Andrew_Shutley_0001.jpg,Edmund_Stoiber/Edmund_Stoiber_0005.jpg,different,train
Bob_Graham/Bob_Graham_0002.jpg,Bob_Graham/Bob_Graham_0004.jpg,same,train
Andrew_Shutley/Andrew_Shutley_0001.jpg,Mitchell_Swartz/Mitchell_Swartz_0001.jpg,different,train
Bob_Graham/Bob_Graham_0003.jpg,Bob_Graham/Bob_Graham_0006.jpg,same,train
Andrew_Shutley/Andrew_Shutley_0001.jpg,Saeb_Erekat/Saeb_Erekat_0002.jpg,different,train
Bob_Graham/Bob_Graham_0004.jpg,Bob_Graham/Bob_Graham_0006.jpg,same,train
Andy_Dick/Andy_Dick_0001.jpg,Simon_Yam/Simon_Yam_0001.jpg,different,train
